,JKL,ATC ,INN,Zaštićeno ime leka,FO,Pakovanje i jačina  leka,Naziv proizvođača leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
157,1403021,C09BB05,"ramipril, felodipin",TRIAPIN MITE,tableta sa produženim oslobađanjem,"blister, 28 po (2,5 mg + 2,5 mg)",Chinoin Pharmaceutical and Chemical Works Co. Ltd.,Mađarska,430.7,1 tableta,15.382142857142856,0.6,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
158,1403020,C09BB05,"ramipril, felodipin",TRIAPIN,tableta sa produženim oslobađanjem,"blister, 28 po (5 mg+ 5 mg)",Chinoin Pharmaceutical and Chemical Works Co. Ltd.,Mađarska,476.0,1 tableta,17,0.25,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
159,1103314,C09BB07,"ramipril, amlodipin",AMLORAM,"kapsula, tvrda","blister, 30 po (2,5 mg + 5 mg)",Pharmaswiss d.o.o. Beograd,Republika Srbija,300.0,1 tableta,10,0.4," Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
160,1103316,C09BB07,"ramipril, amlodipin",AMLORAM,"kapsula, tvrda","blister, 30 po (5 mg + 5 mg)",Pharmaswiss d.o.o. Beograd,Republika Srbija,400.0,1 tableta,13.333333333333334,0.4," Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
161,1103317,C09BB07,"ramipril, amlodipin",AMLORAM,"kapsula, tvrda","blister, 30 po (5 mg + 10 mg)",Pharmaswiss d.o.o. Beograd,Republika Srbija,400.0,1 tableta,13.333333333333334,0.4," Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
162,1103315,C09BB07,"ramipril, amlodipin",AMLORAM,"kapsula, tvrda","blister, 30 po (10 mg + 5 mg)",Pharmaswiss d.o.o. Beograd,Republika Srbija,450.0,1 tableta,15,0.4," Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
163,1403666,C09BB10,"trandolapril, verapamil",TARKA,tableta sa modifikovanim oslobađanjem,"blister, 28 po (2 mg + 180 mg)",ABBVIE DEUTSCHLAND GMBH & CO.KG,Nemačka,1031.8,1 tableta,36.85,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
164,1403667,C09BB10,"trandolapril, verapamil",TARKA,tableta sa modifikovanim oslobađanjem,"blister, 28 po (4 mg + 240 mg)",ABBVIE DEUTSCHLAND GMBH & CO.KG,Nemačka,1372.6,1 tableta,49.021428571428565,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
165,1103605,C09BX01,"perindopril, amlodipin, indapamid",CO-AMLESSA,tableta,"blister, 30 po (2 mg + 5 mg + 0,625 mg)","Tad Pharma GmbH; Krka Polska
Spolka Z.O.O.; Krka, Tovarna
zdravil, D.D.","Nemačka; Poljska;
Slovenija",273.1,1 tableta,9.103333333333333,0.5,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
166,1103608,C09BX01,"perindopril, amlodipin, indapamid",CO-AMLESSA,tableta,"blister, 30 po (4mg+5mg+1,25mg)","Tad Pharma GmbH; Krka Polska
Spolka Z.O.O.; Krka, Tovarna
zdravil, D.D.","Nemačka; Poljska;
Slovenija",476.7,1 tableta,15.889999999999999,0.5,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
167,1103611,C09BX01,"perindopril, amlodipin, indapamid",CO-AMLESSA,tableta,"blister, 30 po (4mg+10mg+1,25mg)","Tad Pharma GmbH; Krka Polska
Spolka Z.O.O.; Krka, Tovarna
zdravil, D.D.","Nemačka; Poljska;
Slovenija",508.4,1 tableta,16.946666666666665,0.5,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
168,1103614,C09BX01,"perindopril, amlodipin, indapamid",CO-AMLESSA,tableta,"blister, 30 po (8mg+5mg+2,5mg)","Tad Pharma GmbH; Krka Polska
Spolka Z.O.O.; Krka, Tovarna
zdravil, D.D.","Nemačka; Poljska;
Slovenija",651.5,1 tableta,21.716666666666665,0.5,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
169,1103617,C09BX01,"perindopril, amlodipin, indapamid",CO-AMLESSA,tableta,"blister, 30 po (8mg+10mg+2,5mg)","Tad Pharma GmbH; Krka Polska
Spolka Z.O.O.; Krka, Tovarna
zdravil, D.D.","Nemačka; Poljska;
Slovenija",714.4,1 tableta,23.813333333333333,0.5,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
170,1103600,C09BX01,"perindopril, amlodipin, indapamid",TRIPLIXAM,film tableta,"kontejner za tablete, 30 po (5mg+5mg+1,25mg)",Egis Pharmaceuticals PLC; Egis Pharmaceuticals PLC; Anpharm Przedsiebiorstwo Farmaceutyczne SA; Servier (Ireland) Industries LTD; Les Laboratoires Servier Industrie,Mađarska;Mađarska;Poljska;Irska;Francuska,825.6,1 tableta,27.52,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
171,1103602,C09BX01,"perindopril, amlodipin, indapamid",TRIPLIXAM,film tableta,"kontejner za tablete, 30 po (5mg+10mg+1,25mg)",Egis Pharmaceuticals PLC; Egis Pharmaceuticals PLC; Anpharm Przedsiebiorstwo Farmaceutyczne SA; Servier (Ireland) Industries LTD; Les Laboratoires Servier Industrie,Mađarska;Mađarska;Poljska;Irska;Francuska,857.5,1 tableta,28.583333333333332,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
172,1103603,C09BX01,"perindopril, amlodipin, indapamid",TRIPLIXAM,film tableta,"kontejner za tablete, 30 po (10mg+5mg+2,5mg)",Egis Pharmaceuticals PLC; Egis Pharmaceuticals PLC; Anpharm Przedsiebiorstwo Farmaceutyczne SA; Servier (Ireland) Industries LTD; Les Laboratoires Servier Industrie,Mađarska;Mađarska;Poljska;Irska;Francuska,1014.8,1 tableta,33.82666666666667,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
173,1103604,C09BX01,"perindopril, amlodipin, indapamid",TRIPLIXAM,film tableta,"kontejner za tablete, 30 po (10mg+10mg+2,5mg)",Egis Pharmaceuticals PLC; Egis Pharmaceuticals PLC; Anpharm Przedsiebiorstwo Farmaceutyczne SA; Servier (Ireland) Industries LTD; Les Laboratoires Servier Industrie,Mađarska;Mađarska;Poljska;Irska;Francuska,1059.1,1 tableta,35.30333333333333,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
174,1103117,C09BX02,"perindopril, bisoprolol",PRESTILOL,film tableta,"kontejner za tablete, 30 po (5mg+5mg)",Les Laboratoires Servier Industrie; Servier (Ireland) Industries Ltd; Anpharm Przedsiebiorstwo Farmaceutyczne S.A.; Egis Pharmaceuticals PLC,Francuska; Irska; Poljska; Mađarska,594.3,1 tableta,19.81,0.4,"Supstituciona terapija za lečenje hipertenzije i/ili stabilne koronarne arterijske bolesti (kod bolesnika sa istorijom infarkta miokarda i/ili revaskularizacijom) i/ili stabilne hronične srčane insuficijencije sa smanjenom sistolnom funkcijom leve komore, kod odraslih bolesnika čija je bolest dobro kontrolisana istovremenom terapijom perindoprilom i bisoprololom u istim dozama (I10; I20; I50)",
175,1103118,C09BX02,"perindopril, bisoprolol",PRESTILOL,film tableta,"kontejner za tablete, 30 po (5mg+10mg)",Les Laboratoires Servier Industrie; Servier (Ireland) Industries Ltd; Anpharm Przedsiebiorstwo Farmaceutyczne S.A.; Egis Pharmaceuticals PLC,Francuska; Irska; Poljska; Mađarska,661.6,1 tableta,22.053333333333335,0.3,"Supstituciona terapija za lečenje hipertenzije i/ili stabilne koronarne arterijske bolesti (kod bolesnika sa istorijom infarkta miokarda i/ili revaskularizacijom) i/ili stabilne hronične srčane insuficijencije sa smanjenom sistolnom funkcijom leve komore, kod odraslih bolesnika čija je bolest dobro kontrolisana istovremenom terapijom perindoprilom i bisoprololom u istim dozama (I10; I20; I50)",
176,1103138,C09BX02,"perindopril, bisoprolol",PRESTILOL,film tableta,"kontejner za tablete, 30 po (10mg+5mg)",Les Laboratoires Servier Industrie; Servier (Ireland) Industries Ltd; Anpharm Przedsiebiorstwo Farmaceutyczne S.A.; Egis Pharmaceuticals PLC,Francuska; Irska; Poljska; Mađarska,632.7,1 tableta,21.09,0.4,"Supstituciona terapija za lečenje hipertenzije i/ili stabilne koronarne arterijske bolesti (kod bolesnika sa istorijom infarkta miokarda i/ili revaskularizacijom), kod odraslih bolesnika čija je bolest dobro kontrolisana istovremenom terapijom perindoprilom i bisoprololom u istim dozama (I10; I20)",
177,1103119,C09BX02,"perindopril, bisoprolol",PRESTILOL,film tableta,"kontejner za tablete, 30 po (10mg+10mg)",Les Laboratoires Servier Industrie; Servier (Ireland) Industries Ltd; Anpharm Przedsiebiorstwo Farmaceutyczne S.A.; Egis Pharmaceuticals PLC,Francuska; Irska; Poljska; Mađarska,694.5,1 tableta,23.15,0.3,"Supstituciona terapija za lečenje hipertenzije i/ili stabilne koronarne arterijske bolesti (kod bolesnika sa istorijom infarkta miokarda i/ili revaskularizacijom), kod odraslih bolesnika čija je bolest dobro kontrolisana istovremenom terapijom perindoprilom i bisoprololom u istim dozama (I10; I20)",
178,1103351,C09CA01,losartan,ERYNORM,film tableta,"blister, 30 po 50 mg",Hemofarm a.d.,Republika Srbija,174.4,50 mg,5.8133333333333335,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
179,1103350,C09CA01,losartan,ERYNORM,film tableta,"blister, 30 po 100 mg",Hemofarm a.d.,Republika Srbija,376.2,50 mg,6.27,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
180,1103594,C09CA01,losartan,LOSAR,film tableta,"blister, 30 po 50 mg",Galenika a.d.,Republika Srbija,174.4,50 mg,5.8133333333333335,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
181,1103000,C09CA01,losartan,LOTAR,film tableta,"blister, 30 po 50 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,174.4,50 mg,5.8133333333333335,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
182,1103001,C09CA01,losartan,LOTAR,film tableta,"blister, 30 po 100 mg",Alkaloid d.o.o. Beograd; Alkaloid a.d. Skopje,Republika Srbija; Republika Makedonija,376.2,50 mg,6.27,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
183,1103792,C09CA01,losartan,LORISTA,film tableta,"blister, 28 po 50 mg",Krka Tovarna Zdravil d.d.,Slovenija,162.8,50 mg,5.814285714285715,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
184,1103003,C09CA01,losartan,AVELOSARTAN,film tableta,"blister, 30 po 50 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,174.4,50 mg,5.8133333333333335,0.35,"1. Arterijska hipertenzija (I10; I11; I12; I13; I15);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",  Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
185,1103446,C09CA03,valsartan,VALSACOR,film tableta,"blister, 28 po 80 mg",Krka Tovarna Zdravil d.d.,Slovenija,166.6,80 mg,5.949999999999999,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
186,1103445,C09CA03,valsartan,VALSACOR,film tableta,"blister, 28 po 160 mg",Krka Tovarna Zdravil d.d.,Slovenija,257.7,80 mg,4.601785714285714,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
187,1103449,C09CA03,valsartan,VALSACOR,film tableta,"blister, 28 po 320 mg",Krka Tovarna Zdravil d.d. ,Slovenija,544.8,80 mg,4.864285714285714,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
188,1103782,C09CA03,valsartan,YANIDA,film tableta,"blister, 28 po 160 mg",Hemofarm AD,Republika Srbija,257.7,80 mg,4.601785714285714,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
189,1103784,C09CA03,valsartan,YANIDA,film tableta,"blister, 28 po 80 mg",Hemofarm AD,Republika Srbija,166.6,80 mg,5.949999999999999,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
190,1103771,C09CA03,valsartan,SOLVITENZ,film tableta,"blister, 30 po 40 mg",Balkanpharma - Dupnitsa a.d.; Actavis Ltd.,Bugarska; Malta,148.0,80mg,9.866666666666667,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
191,1103772,C09CA03,valsartan,SOLVITENZ,film tableta,"blister, 30 po 80 mg",Balkanpharma - Dupnitsa a.d.; Actavis Ltd.,Bugarska; Malta,178.5,80mg,5.949999999999999,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
192,1103773,C09CA03,valsartan,SOLVITENZ,film tableta,"blister, 30 po 160 mg",Balkanpharma - Dupnitsa a.d.; Actavis Ltd.,Bugarska; Malta,276.0,80mg,4.6,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
193,1103717,C09CA03,valsartan,BRAZART,film tableta,"blister, 30 po 80 mg","EMS, S.A.",Brazil,178.5,80 mg,5.949999999999999,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
194,1103718,C09CA03,valsartan,BRAZART,film tableta,"blister, 30 po 160 mg","EMS, S.A.",Brazil,276.0,80 mg,4.6,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
195,1103719,C09CA03,valsartan,BRAZART,film tableta,"blister, 30 po 320 mg","EMS, S.A.",Brazil,583.7,80 mg,4.864166666666667,0.5,"1. Esencijalna arterijska hipertenzija (I10);
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) ( I50 ).", Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
196,1103401,C09CA04,irbesartan,IRBENIDA,film tableta,"blister, 30 po 150 mg",Hemofarm a.d.,Republika Srbija,400.9,"0,15 g",13.363333333333333,0.8, Hipertenzija kod pacijenata sa diabetes mellitusom tip 2 kod dijabetične nefropatije (I10).,Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
197,1103403,C09CA04,irbesartan,IRBENIDA,film tableta,"blister, 30 po 300 mg",Hemofarm a.d.,Republika Srbija,505.7,"0,15 g",8.428333333333333,0.8, Hipertenzija kod pacijenata sa diabetes mellitusom tip 2 kod dijabetične nefropatije (I10).,Lek se u terapiju uvodi na osnovu mišljenja  interniste ili kardiologa.
198,1103890,C09CA07,telmisartan,MICARDIS,tableta,"blister, 28 po 40 mg",Boehringer Ingelheim Pharma GmbH & Co. KG; Delpharm Reims ,Nemačka; Francuska,309.0,40 mg,11.035714285714286,0.7,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
199,1103891,C09CA07,telmisartan,MICARDIS,tableta,28 po 80 mg,Boehringer Ingelheim Pharma GmbH & Co. KG; Delpharm Reims ,Nemačka; Francuska,516.4,40 mg,9.221428571428572,0.7,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
200,1103509,C09CA07,telmisartan,TELMIKOR,tablete,"blister, 30 po 40mg",Actavis LTD   , Malta       ,254.7,40 mg,8.49,0.65,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
201,1103510,C09CA07,telmisartan,TELMIKOR,tablete,"blister, 30 po 80mg",Actavis LTD   , Malta       ,425.6,40 mg,7.093333333333334,0.65,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
202,1103930,C09CA07,telmisartan,TOLURA,tableta,"blister, 28 po 40 mg",Krka D.D. Novo Mesto                    Krka Polska SP. Z.O.O.,Slovenija;                     Poljska,237.7,40 mg,8.489285714285714,0.65,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
203,1103931,C09CA07,telmisartan,TOLURA,tableta,"blister, 28 po 80 mg",Krka D.D. Novo Mesto                    Krka Polska SP. Z.O.O.,  Slovenija;                        Poljska,397.2,40 mg,7.092857142857143,0.65,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
204,1103932,C09CA07,telmisartan,TELMIPRES,tableta,"blister, 28 po 40mg",Actavis LTD,Malta,237.7,40mg,8.489285714285714,0.65,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
205,1103933,C09CA07,telmisartan,TELMIPRES,tableta,"blister, 28 po 80mg",Actavis LTD,Malta,397.2,40mg,7.092857142857143,0.65,"1. Esencijalna arterijska hipertenzija ( I10 );
2. Srčana insuficijencija sa EF manjom od 40 % kod bolesnika koji ne tolerišu ACE inhibitore (najčešće zbog upornog suvog kašlja) (I50).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
206,1401914,C09DA01,"losartan, hidrohlortiazid",LOSAR PLUS,film tableta,"blister, 30 po (50 mg + 12,5 mg)",Galenika a.d.,Republika Srbija,246.9,1 tableta,8.23,0.35,"Za lečenje arterijske hipertenzije (I10 i I11) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.", Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
207,1401120,C09DA01,"losartan, hidrohlortiazid",LORISTA H,film tableta,"blister, 28 po (50 mg + 12,5 mg)"," Krka, Tovarna Zdravil, d.d. ",Slovenija,230.5,1 tableta,8.232142857142858,0.35,"Za lečenje arterijske hipertenzije (I10 i I11) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.", Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
208,1401121,C09DA01,"losartan, hidrohlortiazid",LORISTA HD,film tableta,"blister, 28 po (100 mg + 25 mg)"," Krka, Tovarna Zdravil, d.d. ",Slovenija,402.0,1 tableta,14.357142857142858,0.35,"Za lečenje arterijske hipertenzije (I10 i I11) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.", Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
209,1103152,C09DA01,"losartan, hidrohlortiazid",ERYNORM PLUS,film tableta,"blister, 30 po (50mg+12,5mg)",Hemofarm a.d.,Republika Srbija,246.9,1 tableta ,8.23,0.35,"Za lečenje arterijske hipertenzije (I10 i I11) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.", Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
210,1401926,C09DA03,"valsartan, hidrohlortiazid",VALSACOMBI,film tableta,"blister, 28 po (160 mg + 12,5 mg)"," Krka, Tovarna Zdravil, d.d. ",Slovenija,275.0,1 tableta,9.821428571428571,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
211,1401925,C09DA03,"valsartan, hidrohlortiazid",VALSACOMBI,film tableta,"blister, 28 po (160 mg + 25 mg)"," Krka, Tovarna Zdravil, d.d. ",Slovenija,292.1,1 tableta,10.432142857142859,0.5,"Za lečenje esencijalne arterijske hipertenzije ( I10 ) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
